CellName,Monkeys,GeneNumber,UMI_counts,Region,cell_type
AAp.2_O.F.4_CE16_79,O.F.4,4402,120642,AAp,AA_EC
AAp.2_O.F.4_CE16_80,O.F.4,4195,157049,AAp,CA_EC1
AAp.2_O.F.4_CE16_81,O.F.4,3747,58066,AAp,AA_EC
AAp.2_O.F.4_CE16_82,O.F.4,2815,35314,AAp,AA_EC
AAp.2_O.F.4_CE16_83,O.F.4,2610,66290,AAp,CA_EC2
AAp.2_O.F.4_CE16_84,O.F.4,4226,139705,AAp,AA_EC
AAp.2_O.F.4_CE16_86,O.F.4,3634,130994,AAp,AA_EC
AAp.2_O.F.4_CE16_87,O.F.4,2622,24885,AAp,CA_EC2
AAp.2_O.F.4_CE16_88,O.F.4,3006,23848,AAp,AA_EC
AAp.2_O.F.4_CE16_89,O.F.4,5171,180155,AAp,AA_EC
AAp.2_O.F.4_CE16_90,O.F.4,3415,96443,AAp,AA_EC
AAp.2_O.F.4_CE16_91,O.F.4,1856,11193,AAp,CA_EC1
AAp.2_O.F.4_CE16_92,O.F.4,3800,109642,AAp,CA_EC1
AAp.2_O.F.4_CE16_93,O.F.4,3322,38592,AAp,AA_EC
AAp.2_O.F.4_CE16_94,O.F.4,3713,95658,AAp,CA_EC2
AAp.2_O.F.4_CE16_95,O.F.4,3951,34850,AAp,AA_EC
AAp.2_O.F.4_CE16_96,O.F.4,4296,173313,AAp,AA_EC
CAn.1_O.F.4_CE16_1,O.F.4,3413,57261,CAn,CA_SMC
CAn.1_O.F.4_CE16_2,O.F.4,2137,30925,CAn,ILC
CAn.1_O.F.4_CE16_3,O.F.4,4214,53713,CAn,ILC
CAn.1_O.F.4_CE16_4,O.F.4,3760,105050,CAn,CA_SMC
CAn.1_O.F.4_CE16_5,O.F.4,2410,10706,CAn,CA_SMC
CAn.1_O.F.4_CE16_6,O.F.4,2641,21755,CAn,CA_SMC
CAn.1_O.F.4_CE16_7,O.F.4,2723,32437,CAn,AF
CAn.1_O.F.4_CE16_8,O.F.4,1856,7357,CAn,ILC
CAn.1_O.F.4_CE16_9,O.F.4,2248,33674,CAn,LY_EC
CAn.1_O.F.4_CE16_10,O.F.4,1930,20956,CAn,ILC
CAn.1_O.F.4_CE16_12,O.F.4,2933,41938,CAn,AF
CAn.1_O.F.4_CE16_15,O.F.4,1226,10843,CAn,CA_SMC
CAn.1_O.F.4_CE16_16,O.F.4,3996,145409,CAn,AF
CAn.1_O.F.4_CE16_17,O.F.4,2795,27722,CAn,ILC
CAn.1_O.F.4_CE16_18,O.F.4,1470,4313,CAn,ILC
CAn.1_O.F.4_CE16_19,O.F.4,2063,32407,CAn,AF
CAn.1_O.F.4_CE16_20,O.F.4,3687,32870,CAn,ILC
CAn.1_O.F.4_CE16_21,O.F.4,2630,37218,CAn,CA_SMC
CAn.1_O.F.4_CE16_22,O.F.4,1329,8587,CAn,ILC
CAn.1_O.F.4_CE16_24,O.F.4,2196,16711,CAn,CA_SMC
CAn.1_O.F.4_CE16_25,O.F.4,4437,103840,CAn,AF
CAn.1_O.F.4_CE16_27,O.F.4,3261,54983,CAn,ILC
CAn.1_O.F.4_CE16_28,O.F.4,2863,26600,CAn,AF
CAn.1_O.F.4_CE16_29,O.F.4,2676,34001,CAn,ILC
CAn.1_O.F.4_CE16_30,O.F.4,2090,12422,CAn,ILC
CAn.1_O.F.4_CE16_31,O.F.4,3151,38347,CAn,EPI
CAn.1_O.F.4_CE16_33,O.F.4,2727,42785,CAn,ILC
CAn.1_O.F.4_CE16_34,O.F.4,1510,5078,CAn,AA_EC
CAn.1_O.F.4_CE16_35,O.F.4,3314,22285,CAn,ILC
CAn.1_O.F.4_CE16_36,O.F.4,2224,20575,CAn,ILC
CAn.1_O.F.4_CE16_37,O.F.4,2822,53913,CAn,ILC
CAn.1_O.F.4_CE16_38,O.F.4,3232,103411,CAn,CA_SMC
CAn.1_O.F.4_CE16_39,O.F.4,1323,5675,CAn,CA_SMC
CAn.1_O.F.4_CE16_40,O.F.4,1716,20940,CAn,CA_SMC
CAn.1_O.F.4_CE16_41,O.F.4,1720,30773,CAn,AF
CAn.1_O.F.4_CE16_42,O.F.4,2339,37033,CAn,CA_EC2
CAn.1_O.F.4_CE16_43,O.F.4,3497,25216,CAn,CA_SMC
CAn.1_O.F.4_CE16_45,O.F.4,1363,8723,CAn,ILC
CAn.1_O.F.4_CE16_46,O.F.4,2727,21731,CAn,ILC
CAn.1_O.F.4_CE16_47,O.F.4,2070,21295,CAn,LY_EC
CAn.1_O.F.4_CE16_48,O.F.4,2478,47285,CAn,AF
CAn.1_O.F.4_CE16_49,O.F.4,3791,46086,CAn,ILC
CAn.1_O.F.4_CE16_50,O.F.4,7501,473297,CAn,ILC
CAn.1_O.F.4_CE16_54,O.F.4,3318,56519,CAn,CA_SMC
CAn.1_O.F.4_CE16_55,O.F.4,2281,37420,CAn,CA_SMC
CAn.1_O.F.4_CE16_57,O.F.4,2469,29830,CAn,CA_SMC
CAn.1_O.F.4_CE16_58,O.F.4,2761,55127,CAn,CA_SMC
CAn.1_O.F.4_CE16_59,O.F.4,2328,19085,CAn,CA_SMC
CAn.1_O.F.4_CE16_60,O.F.4,1722,5573,CAn,ILC
CAn.1_O.F.4_CE16_61,O.F.4,4031,69682,CAn,AF
CAn.1_O.F.4_CE16_62,O.F.4,3966,121953,CAn,AF
CAn.1_O.F.4_CE16_63,O.F.4,3558,78736,CAn,CA_SMC
CAn.1_O.F.4_CE16_64,O.F.4,2663,33811,CAn,ILC
CAn.1_O.F.4_CE16_65,O.F.4,3825,34270,CAn,ILC
CAn.1_O.F.4_CE16_66,O.F.4,3922,103591,CAn,AF
CAn.1_O.F.4_CE16_67,O.F.4,2141,23112,CAn,AF
CAn.1_O.F.4_CE16_68,O.F.4,3530,72449,CAn,CA_EC2
CAn.1_O.F.4_CE16_69,O.F.4,2823,23258,CAn,ILC
CAn.1_O.F.4_CE16_70,O.F.4,3315,41104,CAn,ILC
CAn.1_O.F.4_CE16_71,O.F.4,1760,30823,CAn,ILC
CAn.1_O.F.4_CE16_72,O.F.4,2376,43966,CAn,AF
CAn.1_O.F.4_CE16_73,O.F.4,2923,17331,CAn,LY_EC
CAn.1_O.F.4_CE16_74,O.F.4,3104,59404,CAn,ILC
CAn.1_O.F.4_CE16_75,O.F.4,4384,92926,CAn,EPI
CAn.1_O.F.4_CE16_76,O.F.4,2814,19550,CAn,AF
CAn.1_O.F.4_CE16_78,O.F.4,2557,39150,CAn,LY_EC
CAn.1_O.F.4_CE16_79,O.F.4,5234,248014,CAn,AA_EC
CAn.1_O.F.4_CE16_80,O.F.4,3405,134932,CAn,CA_SMC
CAn.1_O.F.4_CE16_82,O.F.4,2997,35273,CAn,ILC
CAn.1_O.F.4_CE16_83,O.F.4,1472,23247,CAn,ILC
CAn.1_O.F.4_CE16_84,O.F.4,3663,102076,CAn,CA_EC1
CAn.1_O.F.4_CE16_86,O.F.4,2673,86668,CAn,CA_SMC
CAn.1_O.F.4_CE16_87,O.F.4,2699,28102,CAn,AA_SMC
CAn.1_O.F.4_CE16_88,O.F.4,2653,22289,CAn,CA_SMC
CAn.1_O.F.4_CE16_89,O.F.4,1777,57068,CAn,ILC
CAn.1_O.F.4_CE16_90,O.F.4,3315,82847,CAn,CA_SMC
CAn.1_O.F.4_CE16_91,O.F.4,1012,5576,CAn,ILC
CAn.1_O.F.4_CE16_92,O.F.4,3049,44149,CAn,ILC
CAn.1_O.F.4_CE16_93,O.F.4,2212,20230,CAn,AF
CAn.1_O.F.4_CE16_94,O.F.4,2915,67745,CAn,CA_SMC
CAn.1_O.F.4_CE16_96,O.F.4,3001,81353,CAn,CA_SMC
CAp.1_O.F.4_CE16_1,O.F.4,4196,124065,CAp,CA_EC1
CAp.1_O.F.4_CE16_2,O.F.4,4146,142890,CAp,CA_EC1
CAp.1_O.F.4_CE16_3,O.F.4,3574,67493,CAp,CA_EC2
CAp.1_O.F.4_CE16_4,O.F.4,3277,59335,CAp,CA_EC1
CAp.1_O.F.4_CE16_5,O.F.4,1660,13924,CAp,CA_EC1
CAp.1_O.F.4_CE16_6,O.F.4,1412,12592,CAp,CA_EC1
CAp.1_O.F.4_CE16_7,O.F.4,2200,33203,CAp,CA_EC1
CAp.1_O.F.4_CE16_8,O.F.4,2108,12761,CAp,CA_EC1
CAp.1_O.F.4_CE16_9,O.F.4,2511,33128,CAp,CA_EC1
CAp.1_O.F.4_CE16_10,O.F.4,3861,59774,CAp,CA_EC2
CAp.1_O.F.4_CE16_11,O.F.4,3335,43681,CAp,CA_EC1
CAp.1_O.F.4_CE16_12,O.F.4,3681,27975,CAp,CA_EC1
CAp.1_O.F.4_CE16_14,O.F.4,4835,158660,CAp,CA_EC1
CAp.1_O.F.4_CE16_15,O.F.4,4805,100445,CAp,CA_EC2
CAp.1_O.F.4_CE16_16,O.F.4,2656,67602,CAp,CA_EC1
CAp.1_O.F.4_CE16_17,O.F.4,4473,97677,CAp,CA_EC1
CAp.1_O.F.4_CE16_18,O.F.4,5332,202414,CAp,CA_EC1
CAp.1_O.F.4_CE16_19,O.F.4,3439,106470,CAp,CA_EC1
CAp.1_O.F.4_CE16_20,O.F.4,2344,27624,CAp,CA_EC1
CAp.1_O.F.4_CE16_21,O.F.4,2753,40639,CAp,LY_EC
CAp.1_O.F.4_CE16_22,O.F.4,2424,42307,CAp,CA_EC1
CAp.1_O.F.4_CE16_24,O.F.4,2789,24555,CAp,CA_EC1
CAp.1_O.F.4_CE16_25,O.F.4,3522,90328,CAp,CA_EC1
CAp.1_O.F.4_CE16_26,O.F.4,2800,9832,CAp,CA_EC1
CAp.1_O.F.4_CE16_27,O.F.4,2516,42598,CAp,CA_EC1
CAp.1_O.F.4_CE16_28,O.F.4,2944,38624,CAp,CA_EC2
CAp.1_O.F.4_CE16_29,O.F.4,3736,84342,CAp,CA_EC1
CAp.1_O.F.4_CE16_30,O.F.4,2997,86634,CAp,CA_EC1
CAp.1_O.F.4_CE16_31,O.F.4,1483,5321,CAp,CA_EC1
CAp.1_O.F.4_CE16_32,O.F.4,4641,53086,CAp,CA_EC1
CAp.1_O.F.4_CE16_33,O.F.4,3968,122351,CAp,CA_EC1
CAp.1_O.F.4_CE16_35,O.F.4,3317,43314,CAp,CA_EC1
CAp.1_O.F.4_CE16_36,O.F.4,1002,4390,CAp,CA_EC1
CAp.1_O.F.4_CE16_37,O.F.4,1496,4608,CAp,CA_EC1
CAp.1_O.F.4_CE16_38,O.F.4,1823,28038,CAp,CA_EC1
CAp.1_O.F.4_CE16_39,O.F.4,2049,22089,CAp,CA_EC2
CAp.1_O.F.4_CE16_40,O.F.4,3655,112260,CAp,CA_EC1
CAp.1_O.F.4_CE16_41,O.F.4,1112,5767,CAp,CA_EC1
CAp.1_O.F.4_CE16_42,O.F.4,3168,63679,CAp,CA_EC1
CAp.1_O.F.4_CE16_43,O.F.4,4318,39410,CAp,CA_EC1
CAp.1_O.F.4_CE16_44,O.F.4,1755,15486,CAp,CA_EC1
CAp.1_O.F.4_CE16_45,O.F.4,2739,65190,CAp,CA_EC1
CAp.1_O.F.4_CE16_46,O.F.4,2861,19476,CAp,CA_EC2
CAp.1_O.F.4_CE16_47,O.F.4,2296,8907,CAp,CA_EC1
CAp.1_O.F.4_CE16_48,O.F.4,3310,48805,CAp,CA_EC1
CAp.1_O.F.4_CE16_49,O.F.4,3975,73539,CAp,CA_EC1
CAp.1_O.F.4_CE16_50,O.F.4,3473,103241,CAp,CA_EC1
CAp.1_O.F.4_CE16_51,O.F.4,3147,97603,CAp,CA_EC1
CAp.1_O.F.4_CE16_52,O.F.4,2730,63075,CAp,CA_EC1
CAp.1_O.F.4_CE16_53,O.F.4,2844,51899,CAp,CA_EC1
CAp.1_O.F.4_CE16_54,O.F.4,3733,99183,CAp,CA_EC1
CAp.1_O.F.4_CE16_55,O.F.4,2025,10660,CAp,CA_EC1
CAp.1_O.F.4_CE16_56,O.F.4,2484,26353,CAp,CA_EC1
CAp.1_O.F.4_CE16_57,O.F.4,2504,31753,CAp,CA_EC2
CAp.1_O.F.4_CE16_58,O.F.4,2759,52357,CAp,CA_EC1
CAp.1_O.F.4_CE16_59,O.F.4,1456,4584,CAp,CA_EC1
CAp.1_O.F.4_CE16_60,O.F.4,1871,6632,CAp,CA_EC1
CAp.1_O.F.4_CE16_61,O.F.4,4123,42654,CAp,CA_EC1
CAp.1_O.F.4_CE16_62,O.F.4,5886,269506,CAp,CA_EC1
CAp.1_O.F.4_CE16_63,O.F.4,4972,38916,CAp,CA_EC1
CAp.1_O.F.4_CE16_64,O.F.4,1795,6138,CAp,CA_EC1
CAp.1_O.F.4_CE16_66,O.F.4,4599,112786,CAp,CA_EC1
CAp.1_O.F.4_CE16_67,O.F.4,3446,58679,CAp,CA_EC1
CAp.1_O.F.4_CE16_68,O.F.4,2880,18342,CAp,CA_EC1
CAp.1_O.F.4_CE16_70,O.F.4,4043,49892,CAp,CA_EC1
CAp.1_O.F.4_CE16_71,O.F.4,4011,156290,CAp,CA_EC1
CAp.1_O.F.4_CE16_72,O.F.4,3905,103485,CAp,CA_EC1
CAp.1_O.F.4_CE16_73,O.F.4,3076,16525,CAp,CA_EC1
CAp.1_O.F.4_CE16_74,O.F.4,3746,64573,CAp,CA_EC1
CAp.1_O.F.4_CE16_75,O.F.4,3950,45220,CAp,CA_EC1
CAp.1_O.F.4_CE16_77,O.F.4,1552,5596,CAp,CA_EC1
CAp.1_O.F.4_CE16_79,O.F.4,2465,12448,CAp,CA_EC1
CAp.1_O.F.4_CE16_80,O.F.4,4244,131147,CAp,CA_EC1
CAp.1_O.F.4_CE16_81,O.F.4,3081,24765,CAp,CA_EC1
CAp.1_O.F.4_CE16_82,O.F.4,2902,34076,CAp,CA_EC1
CAp.1_O.F.4_CE16_83,O.F.4,4151,135052,CAp,CA_EC1
CAp.1_O.F.4_CE16_84,O.F.4,5635,212549,CAp,CA_EC1
CAp.1_O.F.4_CE16_86,O.F.4,3089,88242,CAp,CA_EC1
CAp.1_O.F.4_CE16_87,O.F.4,3184,35213,CAp,CA_EC2
CAp.1_O.F.4_CE16_88,O.F.4,4253,41313,CAp,CA_EC1
CAp.1_O.F.4_CE16_89,O.F.4,2520,27254,CAp,CA_EC1
CAp.1_O.F.4_CE16_90,O.F.4,3094,49202,CAp,CA_EC2
CAp.1_O.F.4_CE16_91,O.F.4,3338,57323,CAp,CA_EC2
CAp.1_O.F.4_CE16_92,O.F.4,4079,139034,CAp,CA_EC2
CAp.1_O.F.4_CE16_93,O.F.4,2241,16119,CAp,CA_EC1
CAp.1_O.F.4_CE16_94,O.F.4,4717,132405,CAp,CA_EC1
CAp.2_O.F.4_CE16_1,O.F.4,2493,46633,CAp,CA_EC1
CAp.2_O.F.4_CE16_2,O.F.4,2165,39852,CAp,CA_EC1
CAp.2_O.F.4_CE16_3,O.F.4,1994,21183,CAp,CA_EC1
CAp.2_O.F.4_CE16_4,O.F.4,1741,8217,CAp,CA_EC2
CAp.2_O.F.4_CE16_6,O.F.4,3322,23450,CAp,CA_EC1
CAp.2_O.F.4_CE16_7,O.F.4,2776,20032,CAp,CA_EC1
CAp.2_O.F.4_CE16_8,O.F.4,1750,7241,CAp,CA_EC1
CAp.2_O.F.4_CE16_9,O.F.4,2320,27241,CAp,CA_EC1
CAp.2_O.F.4_CE16_10,O.F.4,1964,23389,CAp,CA_EC2
CAp.2_O.F.4_CE16_11,O.F.4,1695,10024,CAp,CA_EC1
CAp.2_O.F.4_CE16_12,O.F.4,1710,8626,CAp,CA_EC1
CAp.2_O.F.4_CE16_13,O.F.4,2113,18181,CAp,CA_EC1
CAp.2_O.F.4_CE16_14,O.F.4,2001,30658,CAp,CA_EC1
CAp.2_O.F.4_CE16_15,O.F.4,1817,20835,CAp,CA_EC2
CAp.2_O.F.4_CE16_17,O.F.4,1768,20532,CAp,CA_EC1
CAp.2_O.F.4_CE16_18,O.F.4,1800,15691,CAp,CA_EC1
CAp.2_O.F.4_CE16_21,O.F.4,2308,17924,CAp,CA_EC1
CAp.2_O.F.4_CE16_22,O.F.4,1811,16913,CAp,CA_EC1
CAp.2_O.F.4_CE16_24,O.F.4,1335,6501,CAp,CA_EC1
CAp.2_O.F.4_CE16_25,O.F.4,2038,24024,CAp,CA_EC1
CAp.2_O.F.4_CE16_26,O.F.4,2226,27201,CAp,CA_EC1
CAp.2_O.F.4_CE16_27,O.F.4,1965,18991,CAp,CA_EC2
CAp.2_O.F.4_CE16_28,O.F.4,1938,10338,CAp,CA_EC1
CAp.2_O.F.4_CE16_30,O.F.4,1760,17034,CAp,CA_EC1
CAp.2_O.F.4_CE16_31,O.F.4,1611,8597,CAp,CA_EC1
CAp.2_O.F.4_CE16_32,O.F.4,3004,24211,CAp,CA_EC1
CAp.2_O.F.4_CE16_33,O.F.4,1436,14641,CAp,CA_EC1
CAp.2_O.F.4_CE16_36,O.F.4,1862,15109,CAp,CA_EC1
CAp.2_O.F.4_CE16_37,O.F.4,1830,25488,CAp,CA_EC1
CAp.2_O.F.4_CE16_41,O.F.4,1412,19762,CAp,CA_EC1
CAp.2_O.F.4_CE16_42,O.F.4,2630,33723,CAp,CA_EC1
CAp.2_O.F.4_CE16_44,O.F.4,1519,10581,CAp,CA_EC2
CAp.2_O.F.4_CE16_45,O.F.4,1165,9096,CAp,CA_EC1
CAp.2_O.F.4_CE16_46,O.F.4,1927,10144,CAp,CA_EC1
CAp.2_O.F.4_CE16_47,O.F.4,1549,17253,CAp,CA_EC1
CAp.2_O.F.4_CE16_48,O.F.4,1660,23430,CAp,CA_EC1
CAp.2_O.F.4_CE16_50,O.F.4,1744,18072,CAp,CA_EC1
CAp.2_O.F.4_CE16_51,O.F.4,1876,20673,CAp,CA_EC1
CAp.2_O.F.4_CE16_52,O.F.4,1195,5828,CAp,CA_EC1
CAp.2_O.F.4_CE16_53,O.F.4,1662,10825,CAp,CA_EC1
CAp.2_O.F.4_CE16_55,O.F.4,2056,19533,CAp,CA_EC1
CAp.2_O.F.4_CE16_57,O.F.4,1964,19865,CAp,CA_EC1
CAp.2_O.F.4_CE16_60,O.F.4,2561,38149,CAp,CA_EC1
CAp.2_O.F.4_CE16_62,O.F.4,2204,27085,CAp,CA_EC1
CAp.2_O.F.4_CE16_63,O.F.4,2094,31336,CAp,CA_EC2
CAp.2_O.F.4_CE16_66,O.F.4,2349,42922,CAp,CA_EC1
CAp.2_O.F.4_CE16_67,O.F.4,2279,33812,CAp,CA_EC2
CAp.2_O.F.4_CE16_68,O.F.4,2145,26225,CAp,CA_EC1
CAp.2_O.F.4_CE16_71,O.F.4,1993,44031,CAp,CA_EC1
CAp.2_O.F.4_CE16_72,O.F.4,2086,26545,CAp,CA_EC2
CAp.2_O.F.4_CE16_74,O.F.4,2304,51601,CAp,CA_EC1
CAp.2_O.F.4_CE16_75,O.F.4,2024,16833,CAp,CA_EC2
CAp.2_O.F.4_CE16_77,O.F.4,2136,36575,CAp,CA_EC2
CAp.2_O.F.4_CE16_78,O.F.4,1619,9236,CAp,CA_EC2
CAp.2_O.F.4_CE16_79,O.F.4,2544,40502,CAp,CA_EC1
CAp.2_O.F.4_CE16_80,O.F.4,2299,54382,CAp,CA_EC2
CAp.2_O.F.4_CE16_82,O.F.4,1094,5953,CAp,CA_EC1
CAp.2_O.F.4_CE16_83,O.F.4,2876,51781,CAp,CA_EC2
CAp.2_O.F.4_CE16_84,O.F.4,2915,51352,CAp,CA_EC1
CAp.2_O.F.4_CE16_87,O.F.4,2585,22538,CAp,CA_EC1
CAp.2_O.F.4_CE16_89,O.F.4,2332,67813,CAp,CA_EC1
CAp.2_O.F.4_CE16_94,O.F.4,3742,81007,CAp,CA_EC1
CAp.2_O.F.4_CE16_96,O.F.4,1930,25726,CAp,CA_EC1
AAn.1_O.M.4_CE17_1,O.M.4,5454,139232,AAn,AA_SMC
AAn.1_O.M.4_CE17_2,O.M.4,4044,96665,AAn,AA_SMC
AAn.1_O.M.4_CE17_3,O.M.4,3833,58179,AAn,AA_SMC
AAn.1_O.M.4_CE17_4,O.M.4,5079,132656,AAn,AA_SMC
AAn.1_O.M.4_CE17_5,O.M.4,2079,10091,AAn,AA_SMC
AAn.1_O.M.4_CE17_6,O.M.4,2906,25667,AAn,AF
AAn.1_O.M.4_CE17_7,O.M.4,3444,54725,AAn,AA_SMC
AAn.1_O.M.4_CE17_8,O.M.4,3042,32820,AAn,AF
AAn.1_O.M.4_CE17_9,O.M.4,5416,237641,AAn,AA_SMC
AAn.1_O.M.4_CE17_10,O.M.4,4591,142322,AAn,AA_SMC
AAn.1_O.M.4_CE17_11,O.M.4,1866,19150,AAn,AA_SMC
AAn.1_O.M.4_CE17_12,O.M.4,1892,16636,AAn,AA_SMC
AAn.1_O.M.4_CE17_13,O.M.4,4917,106875,AAn,AA_SMC
AAn.1_O.M.4_CE17_14,O.M.4,3937,103584,AAn,AA_SMC
AAn.1_O.M.4_CE17_15,O.M.4,4552,115034,AAn,AA_SMC
AAn.1_O.M.4_CE17_16,O.M.4,3867,105282,AAn,AA_SMC
AAn.1_O.M.4_CE17_17,O.M.4,3862,60062,AAn,AA_SMC
AAn.1_O.M.4_CE17_18,O.M.4,3808,54674,AAn,AA_SMC
AAn.1_O.M.4_CE17_19,O.M.4,5205,84883,AAn,AA_SMC
AAn.1_O.M.4_CE17_20,O.M.4,4701,53003,AAn,EPI
AAn.1_O.M.4_CE17_21,O.M.4,1780,13184,AAn,AA_SMC
AAn.1_O.M.4_CE17_22,O.M.4,2983,38074,AAn,AA_SMC
AAn.1_O.M.4_CE17_23,O.M.4,2044,5888,AAn,ILC
AAn.1_O.M.4_CE17_24,O.M.4,4594,81935,AAn,AF
AAn.1_O.M.4_CE17_25,O.M.4,3072,45023,AAn,ILC
AAn.1_O.M.4_CE17_26,O.M.4,3898,77560,AAn,AA_SMC
AAn.1_O.M.4_CE17_27,O.M.4,5584,146669,AAn,AA_SMC
AAn.1_O.M.4_CE17_28,O.M.4,4030,39588,AAn,AA_SMC
AAn.1_O.M.4_CE17_29,O.M.4,5180,84171,AAn,AA_SMC
AAn.1_O.M.4_CE17_30,O.M.4,2219,11570,AAn,CA_SMC
AAn.1_O.M.4_CE17_31,O.M.4,3686,33439,AAn,AF
AAn.1_O.M.4_CE17_32,O.M.4,3303,23520,AAn,AA_SMC
AAn.1_O.M.4_CE17_33,O.M.4,2482,37742,AAn,AA_SMC
AAn.1_O.M.4_CE17_34,O.M.4,1453,3540,AAn,AA_SMC
AAn.1_O.M.4_CE17_36,O.M.4,3208,42778,AAn,AA_SMC
AAn.1_O.M.4_CE17_37,O.M.4,3670,55810,AAn,AA_SMC
AAn.1_O.M.4_CE17_38,O.M.4,5015,186837,AAn,AF
AAn.1_O.M.4_CE17_39,O.M.4,2884,31431,AAn,AA_SMC
AAn.1_O.M.4_CE17_40,O.M.4,4493,101093,AAn,AA_SMC
AAn.1_O.M.4_CE17_41,O.M.4,6248,278325,AAn,AA_SMC
AAn.1_O.M.4_CE17_42,O.M.4,2502,31091,AAn,AA_SMC
AAn.1_O.M.4_CE17_43,O.M.4,3300,16638,AAn,AA_SMC
AAn.1_O.M.4_CE17_44,O.M.4,3842,55640,AAn,AA_SMC
AAn.1_O.M.4_CE17_45,O.M.4,4446,108550,AAn,AA_SMC
AAn.1_O.M.4_CE17_46,O.M.4,3204,24599,AAn,AA_SMC
AAn.1_O.M.4_CE17_47,O.M.4,5630,126407,AAn,AF
AAn.1_O.M.4_CE17_48,O.M.4,2537,37856,AAn,AA_SMC
AAn.1_O.M.4_CE17_49,O.M.4,6929,154925,AAn,AF
AAn.1_O.M.4_CE17_50,O.M.4,4411,97880,AAn,AF
AAn.1_O.M.4_CE17_51,O.M.4,4822,121173,AAn,AA_SMC
AAn.1_O.M.4_CE17_52,O.M.4,5108,141370,AAn,AF
AAn.1_O.M.4_CE17_53,O.M.4,2541,35705,AAn,AA_SMC
AAn.1_O.M.4_CE17_54,O.M.4,5559,161759,AAn,AA_SMC
AAn.1_O.M.4_CE17_55,O.M.4,2985,45963,AAn,AA_SMC
AAn.1_O.M.4_CE17_56,O.M.4,2691,16319,AAn,ILC
AAn.1_O.M.4_CE17_57,O.M.4,3395,43254,AAn,AA_SMC
AAn.1_O.M.4_CE17_58,O.M.4,4711,123329,AAn,AF
AAn.1_O.M.4_CE17_59,O.M.4,3959,51251,AAn,AA_SMC
AAn.1_O.M.4_CE17_60,O.M.4,5212,104339,AAn,AA_SMC
AAn.1_O.M.4_CE17_61,O.M.4,4859,93903,AAn,AA_SMC
AAn.1_O.M.4_CE17_62,O.M.4,4801,144659,AAn,AA_SMC
AAn.1_O.M.4_CE17_63,O.M.4,6155,193454,AAn,AF
AAn.1_O.M.4_CE17_64,O.M.4,3652,52282,AAn,AA_SMC
AAn.1_O.M.4_CE17_65,O.M.4,5426,79218,AAn,AA_SMC
AAn.1_O.M.4_CE17_66,O.M.4,6131,284010,AAn,AA_EC
AAn.1_O.M.4_CE17_67,O.M.4,6012,239349,AAn,AA_SMC
AAn.1_O.M.4_CE17_68,O.M.4,4450,100994,AAn,AA_SMC
AAn.1_O.M.4_CE17_69,O.M.4,4342,42241,AAn,AA_SMC
AAn.1_O.M.4_CE17_70,O.M.4,3847,52332,AAn,AA_SMC
AAn.1_O.M.4_CE17_71,O.M.4,3206,80997,AAn,AA_SMC
AAn.1_O.M.4_CE17_72,O.M.4,2904,73487,AAn,AA_SMC
AAn.1_O.M.4_CE17_73,O.M.4,4830,42850,AAn,AF
AAn.1_O.M.4_CE17_74,O.M.4,4374,192380,AAn,AA_SMC
AAn.1_O.M.4_CE17_75,O.M.4,5423,118075,AAn,AF
AAn.1_O.M.4_CE17_77,O.M.4,4109,121419,AAn,AA_SMC
AAn.1_O.M.4_CE17_78,O.M.4,1642,11624,AAn,AA_SMC
AAn.1_O.M.4_CE17_79,O.M.4,1777,28634,AAn,AA_SMC
AAn.1_O.M.4_CE17_80,O.M.4,2835,49270,AAn,AA_SMC
AAn.1_O.M.4_CE17_81,O.M.4,2505,16027,AAn,AA_SMC
AAn.1_O.M.4_CE17_82,O.M.4,2823,33010,AAn,AA_SMC
AAn.1_O.M.4_CE17_83,O.M.4,4651,167734,AAn,AA_SMC
AAn.1_O.M.4_CE17_84,O.M.4,5375,154063,AAn,AA_SMC
AAn.1_O.M.4_CE17_85,O.M.4,4107,36793,AAn,AA_SMC
AAn.1_O.M.4_CE17_86,O.M.4,4615,185340,AAn,AA_SMC
AAn.1_O.M.4_CE17_87,O.M.4,3549,40746,AAn,AA_SMC
AAn.1_O.M.4_CE17_88,O.M.4,4827,74179,AAn,AA_SMC
AAn.1_O.M.4_CE17_89,O.M.4,5584,337297,AAn,AF
AAn.1_O.M.4_CE17_90,O.M.4,6427,324251,AAn,AA_SMC
AAn.1_O.M.4_CE17_91,O.M.4,5573,138899,AAn,AF
AAn.1_O.M.4_CE17_92,O.M.4,5066,193233,AAn,AF
AAn.1_O.M.4_CE17_93,O.M.4,4024,64140,AAn,AF
AAn.1_O.M.4_CE17_94,O.M.4,5264,195327,AAn,AA_SMC
AAn.1_O.M.4_CE17_95,O.M.4,4629,57844,AAn,AF
AAn.1_O.M.4_CE17_96,O.M.4,4261,184996,AAn,AA_SMC
AAn.2_O.M.4_CE17_1,O.M.4,3791,81854,AAn,AA_SMC
AAn.2_O.M.4_CE17_2,O.M.4,4067,70622,AAn,AA_SMC
AAn.2_O.M.4_CE17_3,O.M.4,4153,49246,AAn,AA_SMC
AAn.2_O.M.4_CE17_4,O.M.4,4732,127831,AAn,AA_SMC
AAn.2_O.M.4_CE17_5,O.M.4,4990,39648,AAn,AF
AAn.2_O.M.4_CE17_6,O.M.4,1441,5384,AAn,AA_SMC
